NpcList	FightStand	NormalStand1	NormalStand2	FightWalk	NormalWalk	FightRun	NormalRun	Wound	Die	Attack1	Attack2	Magic	SitDown	JunpFly
passerby264	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby265	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby266	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby267	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby268	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby269	"20,1,56"	"20,1,56"	"20,1,56"										"20,1,56"	
passerby270	"96,8,111"	"96,8,167"	"96,8,167"										"96,8,167"	
passerby271	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby272	"1,1,1"	"1,1,1"	"1,1,1"										"0,1,1"	
passerby273	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby274	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby275	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby276	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby277	"80,8,90"	"80,8,200"	"80,8,200"	"128,8,50"	"128,8,50"	"128,8,50"	"128,8,50"	"40,8,100"	"120,8,60"	"120,8,60"	"120,8,60"	"120,8,60"	"80,8,200"	"128,8,50"
passerby278	"96,8,80"	"96,8,80"	"96,8,80"	"128,8,70"	"128,8,70"	"128,8,70"	"128,8,70"	"48,8,65"	"136,8,80"	"104,8,56"	"128,8,70"	"128,8,70"	"96,8,80"	"128,8,70"
passerby279	"80,8,100"	"80,8,200"	"80,8,200"	"128,8,80"	"128,8,80"	"128,8,80"	"128,8,80"	"48,8,90"	"120,8,70"	"120,8,70"	"120,8,80"	"120,8,80"	"80,8,200"	"128,8,80"
passerby280	"96,8,60"	"96,8,90"	"96,8,90"	"128,8,90"	"128,8,90"	"128,8,90"	"128,8,90"	"40,8,70"	"128,8,50"	"80,8,80"	"96,8,80"	"96,8,80"	"96,8,90"	"128,8,90"
passerby281	"80,8,100"	"80,8,167"	"80,8,167"	"128,8,60"	"128,8,60"	"128,8,60"	"128,8,60"	"80,8,35"	"240,8,30"	"192,8,30"	"112,8,50"	"112,8,50"	"80,8,167"	"128,8,60"
passerby282	"96,8,111"	"96,8,167"	"96,8,167"	"128,8,56"	"128,8,56"	"128,8,56"	"128,8,56"	"48,8,70"	"80,8,90"	"120,8,60"	"120,8,60"	"120,8,60"	"96,8,167"	"128,8,56"
passerby283	"80,8,120"	"80,8,120"	"128,8,100"	"128,8,60"	"128,8,60"	"128,8,60"	"128,8,60"						"128,8,100"	"128,8,60"
passerby284	"16,1,56"	"11,1,111"	"11,1,111"										"11,1,111"	
passerby285	"96,8,120"	"96,8,80"	"96,8,80"										"96,8,80"	
passerby286	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby287	"10,1,100"	"10,1,100"	"10,1,100"										"10,1,100"	
passerby288	"10,1,100"	"10,1,100"	"10,1,100"										"10,1,100"	
passerby289	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby290	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby291	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby292	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby293	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby294	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby295	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby296	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby297	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby298														
passerby299	"10,1,250"	"10,1,250"	"10,1,250"					"10,1,250"	"15,1,140"	"15,1,140"	"15,1,140"	"15,1,140"	"10,1,250"	"10,1,250"
passerby300	"10,1,250"	"10,1,250"	"10,1,250"					"10,1,250"	"15,1,140"	"15,1,140"	"15,1,140"	"15,1,140"	"10,1,250"	"10,1,250"
passerby301	"10,1,250"	"10,1,250"	"10,1,250"					"10,1,250"	"15,1,140"	"15,1,140"	"15,1,140"	"15,1,140"	"10,1,250"	"10,1,250"
passerby302	"10,1,250"	"10,1,250"	"10,1,250"					"10,1,250"	"15,1,140"	"15,1,140"	"15,1,140"	"15,1,140"	"10,1,250"	"10,1,250"
passerby303	"10,1,250"	"10,1,250"	"10,1,250"					"10,1,250"	"15,1,140"	"15,1,140"	"15,1,140"	"15,1,140"	"10,1,250"	"10,1,250"
passerby304	"10,1,250"	"10,1,250"	"10,1,250"					"10,1,250"	"15,1,140"	"15,1,140"	"15,1,140"	"15,1,140"	"10,1,250"	"10,1,250"
passerby305	"10,1,250"	"10,1,250"	"10,1,250"					"10,1,250"	"15,1,140"	"15,1,140"	"15,1,140"	"15,1,140"	"10,1,250"	"10,1,250"
passerby306	"10,1,250"	"10,1,250"	"10,1,250"					"10,1,250"	"15,1,140"	"15,1,140"	"15,1,140"	"15,1,140"	"10,1,250"	"10,1,250"
passerby307	"10,1,250"	"10,1,250"	"10,1,250"					"10,1,250"	"15,1,140"	"15,1,140"	"15,1,140"	"15,1,140"	"10,1,250"	"10,1,250"
passerby308	"10,1,250"	"10,1,250"	"10,1,250"					"10,1,250"	"15,1,140"	"15,1,140"	"15,1,140"	"15,1,140"	"10,1,250"	"10,1,250"
passerby309	"10,1,250"	"10,1,250"	"10,1,250"					"10,1,250"	"15,1,140"	"15,1,140"	"15,1,140"	"15,1,140"	"10,1,250"	"10,1,250"
passerby310	"10,1,250"	"10,1,250"	"10,1,250"					"10,1,250"	"15,1,140"	"15,1,140"	"15,1,140"	"15,1,140"	"10,1,250"	"10,1,250"
passerby311	"10,1,250"	"10,1,250"	"10,1,250"					"10,1,250"	"15,1,140"	"15,1,140"	"15,1,140"	"15,1,140"	"10,1,250"	"10,1,250"
passerby312	"10,1,250"	"10,1,250"	"10,1,250"					"10,1,250"	"15,1,140"	"15,1,140"	"15,1,140"	"15,1,140"	"10,1,250"	"10,1,250"
passerby313	"10,1,250"	"10,1,250"	"10,1,250"					"10,1,250"	"15,1,140"	"15,1,140"	"15,1,140"	"15,1,140"	"10,1,250"	"10,1,250"
passerby314	"1,1,1"	"1,1,1"	"1,1,1"											
passerby315	"96,8,80"	"96,8,80"	"96,8,80"	"80,8,80"	"80,8,80"	"80,8,80"	"80,8,80"							
passerby316	"96,8,120"	"96,8,120"	"96,8,120"	"80,8,80"	"80,8,80"	"80,8,80"	"80,8,80"							
passerby317	"12,1,80"	"12,1,80"	"12,1,80"											
passerby318	"12,1,120"	"12,1,120"	"12,1,120"											
passerby319	"96,8,1"	"96,8,1"	"96,8,1"											
passerby320	"96,8,1"	"96,8,1"	"96,8,1"											
passerby321	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby322	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby323	"12,1,3"	"12,1,3"	"12,1,3"										"12,1,3"	
passerby324	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby325	"18,1,270"	"18,1,270"	"18,1,270"										"18,1,270"	
passerby326		"16,1,80"	"16,1,80"	"104,8,80"	"104,8,80"	"104,8,80"	"104,8,80"						"16,1,80"	"104,8,80"
passerby327	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby328	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby329	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby330	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby331	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby332	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby333	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby334	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby335	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby336	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby337	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby338	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby339	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby340	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"
passerby341	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby342	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby343	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby344	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby345	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby346	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby347	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby348	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby349	"9,1,130"	"9,1,130"	"9,1,130"										"9,1,130"	
passerby350	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby351	"8,1,150"	"8,1,150"	"8,1,150"										"8,1,150"	
passerby352	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby353	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby354	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby355	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby356	"416,8,120"	"416,8,120"	"416,8,120"	"192,8,60"	"192,8,60"	"192,8,60"	"192,8,60"						"416,8,120"	
passerby364	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby363	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby365	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby366	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby367	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby368	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby369	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby370	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby371	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby373	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby374	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby375	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby376	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
zhangdu120	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"	"1,1,1"
ice	"10,1,20"	"10,1,20"	"10,1,20"	"10,1,20"	"10,1,20"	"10,1,20"	"10,1,20"	"10,1,20"	"10,1,20"	"10,1,20"	"10,1,20"	"10,1,20"	"10,1,20"	"10,1,20"
passerby396	"15,1,1"	"15,1,1"	"15,1,1"										"15,1,1"	"15,1,1"
passerby397	"15,1,1"	"15,1,1"	"15,1,1"										"15,1,1"	"15,1,1"
passerby398	"15,1,1"	"15,1,1"	"15,1,1"										"15,1,1"	"15,1,1"
passerby399	"15,1,1"	"15,1,1"	"15,1,1"										"15,1,1"	"15,1,1"
passerby406	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby407	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
boss013	"80,8,111"	"80,8,111"	"80,8,111"	"64,8,111"	"64,8,111"	"64,8,111"	"64,8,111"	"48,8,111"	"88,8,120"	"128,8,70"	"80,8,111"	"80,8,111"	"80,8,111"	"64,8,111"
boss014	"96,8,120"	"80,8,120"	"80,8,120"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"48,8,120"	"80,8,120"	"72,8,120"	"152,8,100"	"152,8,100"	"80,8,120"	"96,8,100"
boss015	"64,8,100"	"64,8,160"	"64,8,160"	"128,8,80"	"128,8,80"	"128,8,80"	"128,8,80"	"64,8,40"	"144,8,120"	"128,8,60"	"128,8,60"	"128,8,60"	"64,8,160"	"128,8,80"
boss016	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"56,8,90"	"112,8,75"	"80,8,90"	"136,8,65"	"136,8,65"	"96,8,100"	"96,8,100"
boss017	"80,8,111"	"80,8,111"	"80,8,111"	"96,8,111"	"96,8,111"	"96,8,111"	"96,8,111"	"56,8,111"	"96,8,120"	"88,8,111"	"104,8,111"	"104,8,111"	"80,8,111"	"96,8,111"
boss018	"96,8,80"	"96,8,80"	"96,8,80"	"96,8,80"	"96,8,80"	"96,8,80"	"96,8,80"	"64,8,80"	"104,8,90"	"88,8,80"	"112,8,90"	"112,8,90"	"96,8,80"	"96,8,80"
boss018a	"96,8,80"	"96,8,80"	"96,8,80"	"96,8,80"	"96,8,80"	"96,8,80"	"96,8,80"	"64,8,80"	"104,8,90"	"88,8,80"	"112,8,90"	"112,8,90"	"96,8,80"	"96,8,80"
boss019	"96,8,80"	"96,8,100"	"96,8,100"	"96,8,70"	"96,8,70"	"96,8,70"	"96,8,70"	"48,8,90"	"112,8,80"	"112,8,80"	"72,8,100"	"72,8,100"	"96,8,100"	"96,8,70"
boss020	"64,8,130"	"64,8,160"	"64,8,160"	"128,8,120"	"128,8,120"	"128,8,120"	"128,8,120"	"64,8,70"	"128,8,100"	"96,8,70"	"96,8,80"	"96,8,80"	"64,8,160"	"128,8,120"
boss022	"96,8,60"	"64,8,90"	"64,8,90"	"128,8,50"	"128,8,50"	"128,8,50"	"128,8,50"	"48,8,80"	"80,8,120"	"72,8,90"	"72,8,80"	"72,8,80"	"64,8,90"	"128,8,50"
boss023	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"56,8,100"	"88,8,100"	"104,8,85"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"
boss024	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,95"	"96,8,95"	"96,8,95"	"96,8,95"	"56,8,90"	"120,8,95"	"80,8,75"	"104,8,80"	"104,8,80"	"96,8,100"	"96,8,95"
boss027	"96,8,100"	"96,8,100"	"96,8,100"	"64,8,100"	"64,8,100"	"64,8,100"	"64,8,100"	"56,8,80"	"80,8,100"	"64,8,100"	"72,8,95"	"72,8,95"	"96,8,100"	"64,8,100"
boss028	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"56,8,100"	"120,8,100"	"96,8,75"	"104,8,70"	"104,8,70"	"96,8,100"	"96,8,100"
boss029	"80,8,80"	"8,8,1"	"8,8,1"	"80,8,80"	"80,8,80"	"80,8,80"	"80,8,80"	"80,8,80"	"72,8,100"	"96,8,80"	"144,8,100"	"144,8,100"	"8,8,1"	"80,8,80"
boss030	"80,8,111"	"80,8,111"	"80,8,111"	"80,8,111"	"80,8,111"	"80,8,111"	"80,8,111"	"80,8,70"	"112,8,111"	"160,8,70"	"176,8,70"	"176,8,70"	"80,8,111"	"80,8,111"
boss031	"112,8,1"	"16,8,1"	"16,8,1"	"64,8,111"	"64,8,111"	"64,8,111"	"64,8,111"	"96,8,1"	"88,8,1"	"160,8,1"	"160,8,1"	"160,8,1"	"16,8,1"	"64,8,111"
boss032	"128,8,111"	"8,8,80"	"8,8,80"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,140"	"112,8,111"	"104,8,111"	"184,8,111"	"208,8,111"	"208,8,111"	"8,8,80"	"112,8,140"
boss033	80,8,60	80,8,80	80,8,80	88,8,88	88,8,88	88,8,88	88,8,88	80,8,20	96,8,95	72,8,90	88,8,88	88,8,88	80,8,80	88,8,88
boss034	128,8,60	128,8,90	128,8,90	128,8,66	128,8,66	128,8,66	128,8,66	64,8,60	128,8,60	112,8,60	128,8,60	128,8,60	128,8,90	128,8,66
boss035	50,1,30	50,1,30	50,1,30	50,1,30									50,1,30	
boss036	64,8,120	96,8,140	96,8,140	64,8,160	64,8,160	64,8,160	64,8,160	40,8,60	96,8,100	72,8,80	120,8,60	120,8,60	96,8,140	64,8,160
boss037	50,1,30	50,1,30	50,1,30	50,1,30									50,1,30	
boss038	64,8,78	64,8,78	128,8,90	96,8,66	96,8,66	96,8,60	96,8,60	56,8,66	80,8,72	104,8,48	104,8,48	120,8,66	64,8,78	96,8,60
boss039	96,8,76	96,8,132	96,8,132	96,8,76	96,8,76	96,8,76	96,8,76	64,8,80	96,8,72	112,8,60	128,8,66	128,8,66	96,8,132	96,8,76
boss040	96,8,120	96,8,120	128,8,132	80,8,76	80,8,76	80,8,76	80,8,76	72,8,66	88,8,90	112,8,48	112,8,48	88,8,120	88,8,120	96,8,120
boss041	96,8,120	96,8,120	96,8,120	96,8,100	96,8,100	96,8,100	96,8,100	72,8,72	112,8,78	120,8,66	104,8,66	104,8,66	96,8,120	96,8,100
boss042	96,8,120	96,8,120	96,8,120	96,8,100	96,8,100	96,8,100	96,8,100	72,8,72	112,8,78	120,8,66	104,8,66	104,8,66	96,8,120	96,8,100
boss043	96,8,120	96,8,120	96,8,120	96,8,100	96,8,100	96,8,100	96,8,100	72,8,72	112,8,78	120,8,66	104,8,66	104,8,66	96,8,120	96,8,100
boss044	96,8,120	96,8,120	96,8,120	96,8,100	96,8,100	96,8,100	96,8,100	72,8,72	112,8,78	120,8,66	104,8,66	104,8,66	96,8,120	96,8,100
boss045	96,8,120	96,8,120	96,8,120	96,8,100	96,8,100	96,8,100	96,8,100	72,8,72	112,8,78	120,8,66	104,8,66	104,8,66	96,8,120	96,8,100
boss046	136,8,90	136,8,120	136,8,120	136,8,48	136,8,48	136,8,48	136,8,48	120,8,48	136,8,66	136,8,66	136,8,66	136,8,72	136,8,120	136,8,48
boss047	128,8,66	144,8,50	144,8,50	128,8,50	128,8,50	128,8,50	128,8,50	136,8,30	192,8,35	144,8,50	144,8,50	144,8,50	144,8,50	128,8,50
boss048	128,8,60	128,8,66	128,8,66	128,8,60	128,8,60	128,8,60	128,8,60	88,8,48	120,8,56	128,8,48	128,8,48	128,8,48	128,8,66	128,8,60
boss049	128,8,36	144,8,40	144,8,40	128,8,26	128,8,26	128,8,26	128,8,26	96,8,36	160,8,36	128,8,36	128,8,36	160,8,33	144,8,40	128,8,26
boss050	128,8,65	128,8,75	128,8,75	128,8,63	128,8,63	128,8,63	128,8,63	72,8,63	88,8,90	128,8,62	128,8,62	144,8,62	128,8,75	128,8,63
boss051	128,8,63	128,8,85	128,8,85	128,8,65	128,8,65	128,8,65	128,8,65	64,8,63	112,8,84	128,8,58	128,8,58	128,8,63	128,8,85	128,8,65
boss052	128,8,55	144,8,65	144,8,65	144,8,50	144,8,50	144,8,50	144,8,50	144,8,20	80,8,65	136,8,60	136,8,60	120,8,60	144,8,65	144,8,50
boss053	96,8,90	96,8,90	96,8,90	128,8,42	128,8,42	128,8,42	128,8,42	96,8,90	96,8,90	96,8,90	96,8,90	96,8,90	96,8,90	128,8,42
boss054	96,8,90	96,8,90	96,8,90	128,8,42	128,8,42	128,8,42	128,8,42	96,8,90	96,8,90	96,8,90	96,8,90	96,8,90	96,8,90	128,8,42
boss055	96,8,90	96,8,90	96,8,90	128,8,42	128,8,42	128,8,42	128,8,42	96,8,90	96,8,90	96,8,90	96,8,90	96,8,90	96,8,90	128,8,42
boss056	96,8,120	96,8,120	96,8,120	96,8,100	96,8,100	96,8,100	96,8,100	72,8,72	112,8,78	120,8,66	104,8,66	104,8,66	96,8,120	96,8,100
boss057	96,8,120	96,8,120	96,8,120	96,8,100	96,8,100	96,8,100	96,8,100	72,8,72	112,8,78	120,8,66	104,8,66	104,8,66	96,8,120	96,8,100
boss058	96,8,120	96,8,120	96,8,120	96,8,100	96,8,100	96,8,100	96,8,100	72,8,72	112,8,78	120,8,66	104,8,66	104,8,66	96,8,120	96,8,100
boss059	96,8,120	96,8,120	96,8,120	96,8,100	96,8,100	96,8,100	96,8,100	72,8,72	112,8,78	120,8,66	104,8,66	104,8,66	96,8,120	96,8,100
boss060	96,8,120	96,8,120	96,8,120	96,8,100	96,8,100	96,8,100	96,8,100	72,8,72	112,8,78	120,8,66	104,8,66	104,8,66	96,8,120	96,8,100
boss061	96,8,120	96,8,120	96,8,120	96,8,100	96,8,100	96,8,100	96,8,100	72,8,72	112,8,78	120,8,66	104,8,66	104,8,66	96,8,120	96,8,100
boss062	96,8,120	96,8,120	96,8,120	96,8,100	96,8,100	96,8,100	96,8,100	72,8,72	112,8,78	120,8,66	104,8,66	104,8,66	96,8,120	96,8,100
boss063	96,8,120	96,8,120	96,8,120	96,8,100	96,8,100	96,8,100	96,8,100	72,8,72	112,8,78	120,8,66	104,8,66	104,8,66	96,8,120	96,8,100
boss064	96,8,120	96,8,120	96,8,120	96,8,100	96,8,100	96,8,100	96,8,100	72,8,72	112,8,78	120,8,66	104,8,66	104,8,66	96,8,120	96,8,100
boss065	50,1,30	50,1,30	50,1,30	50,1,30									50,1,30	
boss066	1,1,1	1,1,1	1,1,1											
boss067	128,8,90	128,8,90	128,8,90	128,8,66	128,8,66	128,8,66	128,8,66						128,8,90	128,8,66
boss068	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1	1,1,1
boss069	96,8,120	96,8,120	96,8,120	96,8,100	96,8,100	96,8,100	96,8,100	72,8,72	112,8,78	120,8,66	104,8,66	104,8,66	96,8,120	96,8,100
boss070	96,8,120	96,8,120	96,8,120	96,8,100	96,8,100	96,8,100	96,8,100	72,8,72	112,8,78	120,8,66	104,8,66	104,8,66	96,8,120	96,8,100
boss071	96,8,120	96,8,120	96,8,120	96,8,100	96,8,100	96,8,100	96,8,100	72,8,72	112,8,78	120,8,66	104,8,66	104,8,66	96,8,120	96,8,100
boss072	96,8,120	96,8,120	96,8,120	96,8,100	96,8,100	96,8,100	96,8,100	72,8,72	112,8,78	120,8,66	104,8,66	104,8,66	96,8,120	96,8,100
critter000	"64,8,111"	"64,8,111"	"128,8,111"	"64,8,70"	"64,8,70"	"64,8,70"	"64,8,70"						"128,8,111"	"64,8,70"
critter001	"80,8,120"	"80,8,120"	"96,8,140"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"56,8,100"	"80,8,160"	"96,8,90"	"96,8,90"	"96,8,90"	"96,8,140"	"96,8,100"
critter002	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,95"	"96,8,95"	"96,8,95"	"96,8,95"						"96,8,100"	"96,8,95"
critter003	"80,8,100"	"80,8,100"	"72,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"						"72,8,100"	"96,8,100"
critter004	"64,8,150"	"64,8,150"	"64,8,150"	"64,8,80"	"64,8,80"	"64,8,80"	"64,8,80"						"64,8,150"	"64,8,80"
critter005	"64,8,160"	"64,8,160"	"104,8,140"	"64,8,120"	"64,8,120"	"64,8,120"	"64,8,120"						"104,8,140"	"64,8,120"
critter006	"64,8,160"	"64,8,160"	"104,8,140"	"64,8,120"	"64,8,120"	"64,8,120"	"64,8,120"						"104,8,140"	"64,8,120"
critter007	"80,8,111"	"80,8,111"	"112,8,150"	"80,8,111"	"80,8,111"	"80,8,111"	"80,8,111"						"112,8,150"	"80,8,111"
critter008	"80,8,111"	"80,8,111"	"128,8,111"	"80,8,111"	"80,8,111"	"80,8,111"	"80,8,111"						"128,8,111"	"80,8,111"
critter009	"64,8,150"	"64,8,150"	"192,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"						"192,8,120"	"96,8,120"
critter010	"13,1,120"	"13,1,120"	"25,1,100"										"25,1,100"	
critter011	"96,8,120"	"96,8,120"	"192,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"						"192,8,120"	"96,8,120"
critter012	"80,8,111"	"80,8,111"	"144,8,111"	"80,8,111"	"80,8,111"	"80,8,111"	"80,8,111"						"144,8,111"	"80,8,111"
critter013	"96,8,100"	"96,8,100"	"128,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"						"128,8,100"	"96,8,100"
critter014	"128,8,100"	"128,8,100"	"96,8,100"	"96,8,80"	"96,8,80"	"96,8,80"	"96,8,80"						"96,8,100"	"96,8,80"
critter015	"128,8,100"	"128,8,100"	"96,8,100"	"96,8,80"	"96,8,80"	"96,8,80"	"96,8,80"						"96,8,100"	"96,8,80"
critter016a				"80,8,60"	"80,8,60"	"80,8,60"	"80,8,60"							
critter016b	"128,8,120"	"128,8,120"	"208,8,90"	"160,8,110"	"160,8,110"	"160,8,110"	"160,8,110"						"208,8,90"	"160,8,110"
critter017	"128,8,120"	"128,8,120"	"128,8,90"	"160,8,100"	"160,8,100"	"160,8,100"	"160,8,100"						"128,8,90"	"160,8,100"
critter018	"80,8,111"	"80,8,111"	"240,8,111"	"64,8,140"	"64,8,140"	"64,8,140"	"64,8,140"						"240,8,111"	"64,8,140"
critter019	"64,8,90"	"64,8,90"	"96,8,120"	"64,8,120"	"64,8,120"	"64,8,120"	"64,8,120"						"96,8,120"	"64,8,120"
critter020				"80,8,120"	"80,8,120"	"80,8,120"	"80,8,120"							
critter021	"48,8,120"	"48,8,120"	"88,8,120"	"64,8,30"	"64,8,30"	"64,8,30"	"64,8,30"						"88,8,120"	"64,8,30"
critter022	"64,8,111"	"64,8,111"	"64,8,111"	"64,8,40"	"64,8,40"	"64,8,40"	"64,8,40"	"56,8,100"	"80,8,120"	"128,8,100"	"128,8,100"	"128,8,100"	"64,8,111"	"64,8,40"
critter023	"208,8,111"	"208,8,111"	"408,8,120"										"408,8,120"	
critter024a	"80,8,20"	"80,8,20"	"136,8,30"	"80,8,1"	"80,8,1"	"80,8,1"	"80,8,1"						"136,8,30"	"80,8,1"
critter024b	"80,8,1"	"80,8,1"	"136,8,1"	"80,8,1"	"80,8,1"	"80,8,1"	"80,8,1"						"136,8,1"	"80,8,1"
critter025	"64,8,120"	"64,8,120"	"64,8,120"	"64,8,120"	"64,8,120"	"64,8,120"	"64,8,120"						"64,8,120"	"64,8,120"
critter026				"192,8,50"	"192,8,50"	"192,8,50"	"192,8,50"							
critter027														
critter028	"80,8,120"	"80,8,120"	"136,8,120"	"64,8,140"	"64,8,140"	"64,8,140"	"64,8,140"						"136,8,120"	"64,8,140"
critter029	"96,8,120"	"96,8,120"	"96,8,160"	"64,8,60"	"64,8,60"	"64,8,60"	"64,8,60"						"96,8,160"	"64,8,60"
critter030														
critter031aa	"12,1,100"	"12,1,100"	"12,1,100"										"12,1,100"	
critter031ab	"12,1,100"	"12,1,100"	"12,1,100"										"12,1,100"	
critter031ba	"12,1,100"	"12,1,100"	"12,1,100"										"12,1,100"	
critter031bb	"12,1,100"	"12,1,100"	"12,1,100"										"12,1,100"	
critter031ca	"12,1,100"	"12,1,100"	"12,1,100"										"12,1,100"	
critter031cb	"12,1,100"	"12,1,100"	"12,1,100"										"12,1,100"	
critter031da	"12,1,100"	"12,1,100"	"12,1,100"										"12,1,100"	
critter031db	"12,1,100"	"12,1,100"	"12,1,100"										"12,1,100"	
critter032	"48,8,120"	"48,8,120"	"64,8,130"	"48,8,100"	"48,8,100"	"48,8,100"	"48,8,100"	"48,8,130"	"88,8,167"	"72,8,150"	"72,8,150"	"72,8,150"	"64,8,130"	"48,8,100"
