SkillName	Property	SkillId	SkillType	SkillForm	StartPosition	Kind	SkillStyle	SkillGenus	ReplaceType	AppendDamageP	ShotNumber	FactionLimit	RouteLimit	SkillIcon	PreCastEffectId	ManCastSnd	FMCastSnd	StateSpecialId	StatePriority	StateTime	IsNoClearOnDeath	StateType	IsAura	LRSkill	NeedShadow	AttackRadius	IgnoreDistance	MslsGenerate	MslsGenerateData	ChildSkillId	ChildSkillLevel	ChildSkillNum	IsMissileSkill	CastActionId	EventSkillLevel	IsMelee	WaitTime	ClientOnly	SkillCostType	CostValue	TimePerCast	TimePerCastOnHorse	IsPhysical	IsDamage	TargetOnly	Relation	IsUseAR	StartSkillId	FlySkillId	FlyEventTime	CollidSkillId	VanishedSkillId	HitSkillId	ReqLevel	MaxLevel	WeaponLimit	HorseLimit	AngerLimit	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	IsExpSkill	Series	ShowAddition	ClassName	SkillDesc
npc Miễn dịch bị động	Hỗ trợ bị động	1411	3								2			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	3	0	520	0	0	0	0	-1	0	0	14	-1	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	npc_ignoreseriesstate	Miễn dịch các hiệu quả
Tần Lăng Chướng Khí	Chủ động hỗ trợ đặc biệt	1412	2								-1			\image\icon\fightskill\wudang\zuowangwuwo.spr				351	0	64800	1	2	0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	qinshihuang_debuff	
Dạ Minh Châu	Chủ động hỗ trợ đặc biệt	1413	2								-1			\image\icon\fightskill\wudang\zuowangwuwo.spr				352	0	64800	1	2	0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	qinshihuang_buff	
Sơ Chiến Sa Trường		1414	2			4					-1							353	0	0	1		0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	chuzhanshachang	
Nguyệt Hoa Thiên Lý	Chủ động phụ trợ	1415	2			8					-1			\image\icon\fightskill\public\tongweixianhua.spr				0	0	3240	1	2	0	3	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	bellebuff	Trạng thái mỹ nữ
Nguyệt Hoa Thiên Lý		1416	4	1	3	8					-1			\image\icon\fightskill\public\tongweixianhua.spr				400	0	540	1	2	1	2	0	0	0	0	0	71	-1	1	1	11	-1	0	0	0	0	0	0	0	0	0	0	ally	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	bellebuff_team	Trạng thái mỹ nữ
Di Hình Hoán Ảnh	Hỗ trợ bị động	1417	3								2			\image\icon\fightskill\public\mihunxue.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	-1	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	Thừa thiên địa chi chính, ngự lục khí chi biến, dĩ du vô cùng.<enter>Sau khi có kỹ năng này có thể đến nhiều nơi.
xoyoTriền Thân Thích_Đặc biệt	Cạm bẫy	1418	5	1	1		trap				-1			\image\icon\fightskill\tangmen\chanshenci.spr	169	\audio\fightskill\tangmen\tm_csc_h.wav	\audio\fightskill\tangmen\tm_csc_h.wav	0	0	180			0	0	0	96	0	0	0	48	-1	1	1	11	0	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	lockstate	Cạm bẫy trung cấp Đường Môn, gây bất động trong phạm vi nhỏ.
xoyoLoạn Hoàn Kích_Đặc biệt	Cạm bẫy	1419	5	1	1		trap				-1			\image\icon\fightskill\tangmen\luanhuanji.spr				0	0	0			0	0	0	96	0	0	0	49	-1	1	1	11	-1	0	5	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	1420	0	0	0	0	0	0	0	0		0					0	0	0	0	1	xoyo_specialknock	Tiêu Dao Cốc dùng phá cạm bẫy, tỷ lệ đánh lùi cao, đánh lùi 800.
xoyoLoạn Hoàn Kích Tử 1_Đặc biệt	Cạm bẫy	1420	5	3	1		trap				-1							0	0	0			0	0	0	0	0	0	0	53	-1	8	1	11	-1	0	0	0	0	0	0	0	1	0	0	enemy	0	1422	1421	5	0	0	0	0	0	0	0	0	0	128		4					0	0	0	0	1	xoyo_specialknock	
xoyoLoạn Hoàn Kích Tử 2_Đặc biệt	Cạm bẫy	1421	5	1	1		trap				-1							0	0	0			0	0	0	0	0	0	0	144	-1	1	1	11	0	0	18	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	xoyo_specialknock	
xoyoLoạn Hoàn Kích Tử 3_Đặc biệt	Cạm bẫy	1422	5	2	1		trap				-1							0	0	0			0	0	0	0	0	0	0	322	-1	8	1	11	0	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	160		0					0	0	0	0	1	xoyo_specialknock	
xoyoĐộc Thích Cốt_Diệu Sát	Cạm bẫy	1423	5	1	1		trap			100	-1			\image\icon\fightskill\tangmen\ducigu.spr	166			0	0	0			0	0	0	350	0	0	0	45	-1	1	1	11	-1	0	5	0	0	0	0	0	1	1	0	enemy	0	0	0	0	1424	0	0	0	0	0	0	0	0	0		0					0	4	0	0	1	testkill	Diệu Sát
xoyoĐộc Thích Cốt Tử_Diệu Sát	Cạm bẫy	1424	5	5	1		trap			100	-1							0	0	0			0	0	0	0	0	2	6	50	-1	2	1	11	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	160		0					0	0	0	0	1	testkill	
xoyoẨn thân	Chủ động hỗ trợ chiến đấu	1425	2								-1			\image\icon\fightskill\cuiyan\yuxueyin.spr	191	\audio\fightskill\cuiyan\cy_yxy_h.wav	\audio\fightskill\cuiyan\cy_yxy_h.wav	0	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	-1	0	0	0	0	0	0	0	1	0	0	self	0	1426	0	0	0	0	0	0	0	0	0	0	0	0		0					0	1	0	0	1	xoyo_hideandrun	Tâm pháp cao cấp Thúy Yên, ẩn thân trong màn tuyết trắng bí ẩn.
xoyoTốc chạy	Chủ động hỗ trợ chiến đấu	1426	2								-1			\image\icon\fightskill\cuiyan\yuxueyin.spr	191	\audio\fightskill\cuiyan\cy_yxy_h.wav	\audio\fightskill\cuiyan\cy_yxy_h.wav	0	0	90			0	2	0	0	0	0	0	0	-1	0	0	11	-1	0	0	0	0	0	0	0	1	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	1	0	0	1	xoyo_hideandrun_child	Tâm pháp cao cấp Thúy Yên, ẩn thân trong màn tuyết trắng bí ẩn.
xoyoTiễn vũ		1427	5	3	1		rangemagicattack			33	2							0	0	0			0	0	0	700	0	0	0	224	-1	11	1	9	1	0	0	0	0	0	0	0	1	1	0	enemy	0	987	0	0	0	0	0	0	0	0	0	0	0	80		1					0	1	0	0	1	goldnormalattack	Kỹ năng tấn công_Thập Phu Trường Phiến
Quan chiến		1428	4	1	1						-1			\image\icon\fightskill\shaolin\aluohanshengong.spr				345	0	0			1	0	0	0	0	0	0	225	-1	1	1	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	spectator_state	
xoyoVòng sáng_Trạng thái công kích	Vòng sáng hỗ trợ tấn công	1429	4	1	1		initiativeattackassistantally				1			\image\icon\fightskill\shaolin\aluohanshengong.spr				18	0	45			1	2	0	0	0	0	0	23	-1	1	1	14	-1	0	0	0	0	0	0	0	0	0	0	ally	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	1	0	0	1	npc_atkstate	Tăng lực tấn công bản thân và đồng đội xung quanh
Tinh La Kỳ Bố	Chủ động tấn công nội công	1430	5	4	2	4					-1			\image\icon\fightskill\book\baihongguanri.spr				0	0	0			0	0	0	100	0	0	0	489	-1	8	1	11	-1	0	0	0	0	0	90	90	0	1	0	enemy	0	0	1431	9	0	0	0	0	0	0	0	0	0	-300		0					0	0	0	0	1	snowball_damage	Một chiêu có thể phong tỏa các đường lui binh của địch
Tinh La Kỳ Bố_Tử	Chủ động tấn công nội công	1431	5	3	1	4					-1			\image\icon\fightskill\book\baihongguanri.spr	210			0	0	0			0	0	0	520	0	0	0	137	-1	2	1	11	-1	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8					0	0	0	0	1	snowball_damage	Khi rơi vào trận pháp kẻ địch sẽ bị choáng
Vạn Kiếm Quyết	Chủ động tấn công nội công	1432	5	4	3					20	-1			\image\icon\fightskill\mingjiao\shenghuoliaoyuan.spr				0	0	0			0	0	0	520	0	4	18	285	-1	7	1	11	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	0	1433	4	0	0	0	0	0	0	0	0	0	64		0					0	2	0	0	1	empty	Dị thuật Minh Giáo, vô số lửa trên trời rơi xuống tấn công trong phạm vi lớn.
Vạn Kiếm Quyết_Tử	Chủ động tấn công nội công	1433	5	4	2						-1			\image\icon\fightskill\mingjiao\shenghuoliaoyuan.spr				0	0	0			0	0	0	520	0	4	18	319	-1	4	1	11	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	0	0	0	0	1434	0	0	0	0	0	0	0	64		0					0	8	0	0	1	empty	Dị thuật Minh Giáo, vô số lửa trên trời rơi xuống tấn công trong phạm vi lớn.
Vạn Kiếm Quyết_Tử Tử	Chủ động tấn công nội công	1434	5	2	2		rangephysicalattack				-1			\image\icon\fightskill\mingjiao\shenghuoliaoyuan.spr	276			0	0	90			0	0	0	520	0	2	0	489	-1	1	1	11	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	0	0	0	0	1435	0	0	0	0	0	0	0	0		0					0	8	0	0	1	xoyo_redstamina	Dị thuật Minh Giáo, vô số lửa trên trời rơi xuống tấn công trong phạm vi lớn.
Vạn Kiếm Quyết_Tử Tử Tử	Chủ động tấn công nội công	1435	5	2	2		rangephysicalattack			500	-1			\image\icon\fightskill\mingjiao\shenghuoliaoyuan.spr	276			0	0	0			0	0	0	520	0	2	0	490	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	earthnormalattack	Dị thuật Minh Giáo, vô số lửa trên trời rơi xuống tấn công trong phạm vi lớn.
Diệp Để Tàng Hoa & Ngoại công 		1436	5	2	2		rangephysicalattack				-1			\image\icon\fightskill\mingjiao\shenghuoliaoyuan.spr				0	0	0			0	0	0	800	0	2	0	577	-1	1	1	11	-1	0	0	0	0	0	0	0	1	1	0	enemy	0	1437	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	3	1	zhange120_child	
Diệp Để Tàng Hoa & Nội công 		1437	5	2	2		rangemagicattack				-1			\image\icon\fightskill\mingjiao\shenghuoliaoyuan.spr				0	0	0			0	0	0	800	0	2	0	577	-1	1	1	11	-1	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	3	1	zhange120_child	
Thiên Hạ Vô Song	Hỗ trợ bị động	1448	3								-1			\image\icon\fightskill\wudu\chiyanshitian.spr				463	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
Mở khóa trang bị Đồng hành		1449	2			8					-1							470	0	0	1	0	0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
Hiệu ứng La Bặc		1450	2								-1							404	0	64800			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
Khí cầu		1451	5	0	1	4					-1			\image\icon\fightskill\public\rengxueqiu.spr				0	0	0			0	0	0	520	0	0	0	437	-1	1	1	9	0	0	0	0	0	0	36	36	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	snowball_damage	Đánh thường
Kim châm		1452	5	0	1	4					-1			\image\icon\fightskill\public\xuejinzhen.spr				0	0	0			0	0	0	520	0	0	0	438	-1	1	1	9	-1	0	0	0	0	0	36	36	0	1	0	enemy	0	0	0	0	1334	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	snowball_damage	Có thể xuyên chướng ngại, sát thương theo đường thẳng
Quấn lấy		1453	5	0	1	4					-1			\image\icon\fightskill\public\quanxuechan.spr				0	0	0			0	0	0	520	0	0	0	439	-1	1	1	9	-1	0	0	0	0	0	36	36	0	1	0	enemy	0	0	0	0	1303	1333	0	0	0	0	0	0	0	0		0					0	0	0	0	1	snowball_damage	Sát thương 1 mục tiêu, lan ra trong phạm vi nhỏ làm bất động 1 giây
Gập ghềnh		1454	5	0	1	4					-1			\image\icon\fightskill\public\rouxueban.spr				0	0	0			0	0	0	520	0	0	0	441	-1	1	1	9	-1	0	0	0	0	0	36	36	0	1	0	enemy	0	0	0	0	1305	1333	0	0	0	0	0	0	0	0		0					0	0	0	0	1	snowball_damage	Sát thương 1 mục tiêu, lan ra trong phạm vi nhỏ làm đóng băng 1 giây
Mê hồn		1455	5	0	1	4					-1			\image\icon\fightskill\public\mihunxue.spr				0	0	0			0	0	0	520	0	0	0	443	-1	1	1	9	-1	0	0	0	0	0	36	36	0	1	0	enemy	0	0	0	0	1307	1333	0	0	0	0	0	0	0	0		0					0	0	0	0	1	snowball_damage	Sát thương 1 mục tiêu, lan ra trong phạm vi nhỏ làm hoảng loạn 2 giây.
Đôi Kích		1456	5	0	1	4					-1			\image\icon\fightskill\public\duixueji.spr				0	0	0			0	0	0	520	0	0	0	445	-1	1	1	9	-1	0	0	0	0	0	36	36	0	1	0	enemy	0	0	0	0	1333	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	snowball_duixueji	Sát thương 1 mục tiêu, lan ra trong phạm vi nhỏ làm choáng 2 giây.
Thiên Tiên Vũ		1457	5	0	1	4					-1			\image\icon\fightskill\public\tianxianwuxue.spr				0	0	0			0	0	0	520	0	2	3	446	-1	5	1	9	-1	0	0	0	0	0	36	36	0	1	0	enemy	0	0	0	0	1310	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	snowball_damage	Sát thương 1 mục tiêu, lan ra trong phạm vi nhỏ gây làm chậm 2 giây.
Mưa đá		1458	5	4	2	4					-1			\image\icon\fightskill\public\tianxianwuxue.spr				0	0	0			0	0	0	1000	0	0	0	363	-1	10	1	9	-1	0	0	0	0	0	0	0	0	0	0		0	1459	0	0	0	0	0	0	0	0	0	0	0	192		0					0	0	0	0	1	empty	
Mưa đá_Tử		1459	5	6	1	4					-1							0	0	0			0	0	0	1000	0	4	54	369	-1	5	1	9	-1	0	0	0	0	0	0	0	0	0	0		0	1460	0	0	0	1461	0	0	0	0	0	0	0	96		0					0	0	0	0	1	empty	
Sát thương mưa đá		1460	5	0	1	4					-1			\image\icon\fightskill\public\tianxianwuxue.spr				0	0	0			0	0	0	1000	0	0	0	491	-1	1	1	9	0	0	18	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	snowball_damage	
Mưa đá mất hiệu quả		1461	5	0	1	4					-1			\image\icon\fightskill\public\tianxianwuxue.spr				0	0	0			0	0	0	1000	0	0	0	492	-1	1	1	9	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
GM ẩn thân	Hỗ trợ bị động	1462	3								-1			\image\icon\fightskill\gaibang\benliudaohai.spr				345	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	spectator_state	
Hoạt động năm mới_3 lần sát thương	Mùa đông năm ấy, đùa vui trên tuyết	1463	5	0	1	4					-1			\image\icon\fightskill\public\rengxueqiu.spr				0	0	0			0	0	0	520	0	0	0	493	-1	1	1	9	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	snowball_damage	
xoyoThiên Hạ Đại Đồng		1464	5	1	3		rangephysicalattack			200	-1							0	0	0			0	0	0	0	0	0	0	248	-1	1	1	11	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	boss_resistcurse	
xoyoMưa đá		1465	5	4	2	4					-1			\image\icon\fightskill\public\tianxianwuxue.spr				0	0	0			0	0	0	1000	0	0	0	363	-1	10	1	9	-1	0	0	0	0	0	0	0	0	0	0		0	1466	0	0	0	0	0	0	0	0	0	0	0	192		0					0	0	0	0	1	empty	
xoyoMưa đá_Tử		1466	5	6	1	4					-1							0	0	0			0	0	0	1000	0	4	54	369	-1	5	1	9	-1	0	0	0	0	0	0	0	0	0	0		0	1467	0	0	0	1468	0	0	0	0	0	0	0	96		0					0	0	0	0	1	empty	
xoyoSát thương mưa đá		1467	5	0	1	4				300	-1			\image\icon\fightskill\public\tianxianwuxue.spr				0	0	0			0	0	0	1000	0	0	0	491	-1	1	1	9	0	0	18	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	waternormalattack	
xoyoMưa đá mất hiệu quả		1468	5	0	1	4					-1			\image\icon\fightskill\public\tianxianwuxue.spr				0	0	0			0	0	0	1000	0	0	0	492	-1	1	1	9	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
xoyoẨn thân đột kích	Chủ động hỗ trợ chiến đấu	1469	1	4	1						-1			\image\icon\fightskill\tianwang\duanhunci.spr	159	\audio\fightskill\tianwang\tw_dhc_m.wav	\audio\fightskill\tianwang\tw_dhc_fm.wav	0	0	0			0	0	1	800	0	1	16	1470	-1	1	0	9	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	80		0					0	0	0	0	1	npc_duanhunci	Ẩn thân xuất hiện bên cạnh mục tiêu để tấn công
xoyoẨn thân đột kích		1470	5	0	1						-1							0	0	0			0	2	0	0	0	0	0	31	-1	1	1	9	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	0	0	0	0	122	0	0	0	0	0	0	0	0		0					0	0	0	0	1	npc_duanhunci	
Du Long Chân Khí	Hỗ trợ bị động	1471	3								-1			\image\icon\fightskill\public\bootskill.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	bootskill	Chân khí lưu chuyển.<enter>Mỗi 15s tăng hiệu quả Ngũ Hành tương khắc, tốc độ cho đồng đội
Du Long Chân Khí_Đồng đội		1472	4	1	3						-1			\image\icon\fightskill\public\bootskill.spr				405	0	1080			0	2	0	0	0	0	0	71	-1	1	1	11	-1	0	0	0	0	0	0	0	0	0	0	allynoself	0	1473	0	0	0	0	0	0	0	0	0	0	0	0		0					1	1	0	0	1	bootskill_team	
Du Long Chân Khí_Bản Thân		1473	4	1	3						-1			\image\icon\fightskill\public\bootskill.spr				0	0	1080			0	2	0	0	0	0	0	71	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					1	0	0	0	1	bootskill_self	
boss Bất động diện rộng		1474	5	1	3		disable				-1							0	0	0			0	0	0	0	0	0	0	247	-1	1	1	11	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	0	0	0	0	1464	0	0	0	0	0	0	0	0		0					0	0	0	0	1	boss_fixed	
npc Vô địch bị động	Hỗ trợ bị động	1475	3								2			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	3	0	520	0	0	0	0	-1	0	0	14	-1	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	npc_tusha	Có thể đổi quan hệ chiến đấu, không bị tấn công
Hiệu quả bao tay Đả Tuyết Trượng Thủ		1476	2			4					-1			\image\icon\fightskill\public\rengxueqiu.spr				395	0	270			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	snowglove	
npc Chấn Kinh Bách Lí	Chủ động tấn công ngoại công	1477	5	1	3		rangephysicalattack			50	1			\image\icon\fightskill\shaolin\fumodaofa.spr				0	0	0			0	0	0	80	0	0	0	550	-1	1	1	9	-1	0	0	0	0	0	0	0	0	1	0	enemy	0	1479	0	0	0	0	0	0	0	0	0	0	0	48		0					0	1	0	0	1	npc_luanhuanji_child2	Đánh lùi cự ly gần
npc Du Long Chưởng	Chủ động tấn công ngoại công	1478	5	4	1		rangephysicalattack			10	1			\image\icon\fightskill\shaolin\fumodaofa.spr				0	0	0			0	0	0	520	0	5	1	551	-1	18	1	9	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	200		0					0	0	0	0	1	firenormalattack	Đánh lùi cự ly gần
npc Chấn Kinh Bách Lí-Tử	Chủ động tấn công ngoại công	1479	5	2	3		rangephysicalattack			50	1			\image\icon\fightskill\shaolin\fumodaofa.spr				0	0	0			0	0	0	80	0	0	0	550	-1	2	1	9	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	64		0					0	0	0	0	1	npc_luanhuanji_child2	Đánh lùi cự ly gần
npc Miễn dịch tấn công bị động	Hỗ trợ bị động	1480	3								2			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	3	0	520	0	0	0	0	-1	0	0	14	-1	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	shitu_ignore	Miễn dịch các loại tấn công
shitu Độc Thích Cốt_Không phong cách	Cạm bẫy	1481	5	1	1					10000	-1			\image\icon\fightskill\tangmen\ducigu.spr				0	0	0			0	0	0	350	0	0	0	45	-1	1	1	11	-1	0	5	0	0	0	0	0	1	0	0	enemy	0	0	0	0	1482	1483	0	0	0	0	0	0	0	0		0					0	12	0	0	1	woodnormalattack	Cạm bẫy sơ cấp Đường Môn, gây trúng độc trong phạm vi nhỏ.
shitu Độc Thích Cốt-Tử_Không phong cách	Cạm bẫy	1482	5	5	1					10000	-1							0	0	0			0	0	0	0	0	2	6	50	-1	2	1	11	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	160		0					0	0	0	0	1	woodnormalattack	
shitu Độc Thích Cốt-Tử Tử_Không phong cách	Cạm bẫy	1483	5	5	1					10000	-1							0	0	0			0	0	0	0	0	2	6	50	-1	2	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	160		0					0	0	0	0	1	woodnormalattack	
shitu Duy Trì Sát Thương	Chủ động tấn công nội công	1484	5	0	2		rangemagicattack			20	1							0	0	0			0	0	0	640	0	0	0	552	-1	1	1	9	-1	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	1485	0	0	0	0	0	0	0	0		0					0	8	0	0	1	woodnormalattack	
shitu Duy Trì Sát Thương-Tử_giây	Chủ động tấn công nội công	1485	5	0	1		rangemagicattack				1							0	0	0			0	0	0	0	0	0	0	553	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	testkill	Diệu Sát
shitu Băng Đông Hãm Tĩnh_Không phong cách	Cạm bẫy	1486	5	1	1						-1			\image\icon\fightskill\tangmen\gouhunjing.spr	167	\audio\fightskill\tangmen\tm_dcg_h.wav	\audio\fightskill\tangmen\tm_dcg_h.wav	0	0	0			0	0	0	96	0	0	0	46	-1	1	1	11	-1	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	1487	0	0	0	0	0	0	0	0	0		0					0	4	0	0	1	empty	Cạm bẫy trung cấp Đường Môn, làm chậm trong phạm vi lớn.
shitu Băng Đông Hãm Tĩnh_Không phong cách	Cạm bẫy	1487	5	5	1						-1							0	0	0			0	0	0	0	0	4	3	51	-1	3	1	11	0	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	256		0					0	0	0	0	1	cbt_dongjie	
shitu Lôi Động Cửu Thiên	Chủ động tấn công nội công	1488	5	5	3		rangemagicattack			66	1			\image\icon\fightskill\kunlun\leidongjiutian.spr	226			0	0	0			0	0	0	520	0	4	11	381	-1	4	1	11	-1	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	256		0					0	0	0	5	1	npc_leidongjiutian	Đạo thuật cao cấp Côn Lôn, tấn công đối thủ diện rộng.
shitu Ma Âm Phệ Phách	Bùa chú	1489	5	1	3		curse				-1			\image\icon\fightskill\tianren\moyinshihun.spr	204			0	0	0			0	2	0	520	0	0	0	99	-1	1	1	11	-1	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	lz_hunluan	Bùa chú Thiên Nhẫn, khiến đối thủ xung quanh rơi vào trạng thái hoảng loạn.
Người tuyết		1490	5	1	2						-1							0	0	0			0	2	0	0	0	0	0	554	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
Ích Thọ Âm Dương	Hỗ trợ bị động	1491	3					4			-1			\image\icon\fightskill\tongban\yishouyinyang.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	yishouyinyang	
Ích Thọ Âm Dương-Tuyệt	Hỗ trợ bị động	1492	3					4			-1			\image\icon\fightskill\tongban\yishouyinyang_jue.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	yishouyinyang_jue	
Ích Thọ Âm Dương-Cực	Hỗ trợ bị động	1493	3					4			-1			\image\icon\fightskill\tongban\yishouyinyang_ji.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	yishouyinyang_ji	
Ích Thọ Âm Dương-Chấn	Hỗ trợ bị động	1494	3					4			-1			\image\icon\fightskill\tongban\yishouyinyang_zhen.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	yishouyinyang_zhen	
