MissileId	MissileName	MoveKind	ColFollowTarget	MissileHeight	CollidRange	RangeType	DmgRange	CanRepeatDamage	DmgInterval	LifeTime	Speed	Zspeed	Zacc	LoopPlay	SubLoop	SubStart	SubStop	ColVanish	AutoExplode	MissRate	MultiShow	Param1	Param2	Param3	HurtRandX	HurtRandY	BlurMaxNum	BlurDistance	BlurAlphaAttenuateP	AnimFile1	SndFile1	AnimFile2	SndFile2	AnimFile3	SndFile3	AnimFile4	SndFile4	AnimFileB1	SndFileB1	AnimFileB2	SndFileB2	AnimFileB3	SndFileB3	AnimFileB4	SndFileB4	RedLum	GreenLum	BlueLum	LightRadius
286	boss Màn đạn Tiểu Lý Phi Đao	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\tangmen\tm_50_xlfd_d.spr	\audio\fightskill\tangmen\tm_xlfd_c.wav									255	255	255	0
287	boss Màn đạn Tiểu Lý Phi Đao_Tử	5	1	10	1	0	1	0	0	19	20	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\tangmen\tm_50_tldw_c.spr	\audio\fightskill\tangmen\tm_tldw_f.wav			\image\effect\fightskill\tangmen\tm_50_tldw_d.spr	\audio\fightskill\tangmen\tm_tldw_c.wav									255	255	255	0
288	boss Màn đạn Tiểu Lý Phi Đao_Tử Tử	1	1	10	1	0	1	0	0	15	20	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\tangmen\tm_50_tldw_c.spr	\audio\fightskill\tangmen\tm_tldw_f.wav			\image\effect\fightskill\tangmen\tm_50_tldw_d.spr	\audio\fightskill\tangmen\tm_tldw_c.wav									255	255	255	
289	boss Màn đạn quét ngang_Tử	0	1	10	1	0	1	0	181	180	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																				255	255	255	0
290	boss Màn đạn tấn công hình vòng_Tử	100	1	10	1	0	1	0	0	32	32	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\tangmen\tm_90_jgfx_c.spr	\audio\fightskill\tangmen\tm_jgfx_f.wav			\image\effect\fightskill\tangmen\tm_90_jgfx_d.spr	\audio\fightskill\tangmen\tm_jgfx_c.wav									255	255	255	0
291	boss Màn đạn Tứ Tượng Đồng Quy_Tử Tử Tử	1	1	10	1	0	1	0	0	10	20	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\wudu\wu_10_xdds_c.spr	\audio\fightskill\wudu\wu_xdds_f.wav			\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\audio\fightskill\wudu\wu_xdds_c.wav									255	255	255	0
292	boss Màn đạn tấn công đường thẳng xung quanh_Tử	1	1	10	1	0	1	0	0	26	20	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50						\image\effect\fightskill\tangmen\tm_10_zxj_c.spr	\audio\fightskill\tangmen\tm_zxj_f.wav			\image\effect\fightskill\tangmen\tm_10_zxj_d.spr	\audio\fightskill\tangmen\tm_zxj_c.wav									255	255	255	0
293	boss Màn đạn tấn công đường thẳng xung quanh_Tử tử	1	1	10	1	0	1	0	0	26	20	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\tangmen\tm_10_zxj_c.spr	\audio\fightskill\tangmen\tm_zxj_f.wav			\image\effect\fightskill\tangmen\tm_10_zxj_d.spr	\audio\fightskill\tangmen\tm_zxj_c.wav									255	255	255	0
294	boss Màn đạn Thiên La Địa Võng_Tử	1	1	10	1	0	1	0	0	26	20	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50						\image\effect\fightskill\tangmen\tm_10_zxj_c.spr	\audio\fightskill\tangmen\tm_tldw_f.wav			\image\effect\fightskill\tangmen\tm_50_tldw_d.spr	\audio\fightskill\tangmen\tm_tldw_c.wav									255	255	255	0
295	boss tấn công cận chiến phạm vi nhỏ	0	1	10	11	0	11	0	16	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\emei\em_10_fyzy_d.spr	\audio\fightskill\emei\em_pxcy_c.wav													255	255	255	0
296	boss cận chiến đơn lẻ	1	1	10	1	0	1	0	0	2	70	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\emei\em_10_yyzq_d.spr	\audio\fightskill\emei\em_yyzq_c.wav									255	255	255	0
297	boss Băng Phách Hàn Quang	0	1	10	5	0	5	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0										\image\effect\fightskill\wudu\wu_30_bphg_d.spr	\audio\fightskill\wudu\wu_bphg_c.wav									255	255	255	0
298	boss tấn công phạm vi lớn (Thủy)	0	1	10	13	0	13	0	16	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\emei\em_50_jyfg_c.spr	\audio\fightskill\emei\em_jyfg_f.wav			\image\effect\fightskill\emei\em_50_jyfg_d.spr	\audio\fightskill\emei\em_jyfg_c.wav									255	255	255	0
299	boss tấn công phạm vi nhỏ (Thủy)	0	1	10	5	0	5	0	16	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\emei\em_50_sxtg_d.spr	\audio\fightskill\emei\em_sxtg_c.wav													255	255	255	0
300	boss cận chiến đơn lẻ	1	1	10	1	0	1	0	0	2	70	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\emei\em_10_pxcy_d.spr	\audio\fightskill\emei\em_pxcy_c.wav									255	255	255	0
301	boss Phương Hình Hỏa Trận	0	1	10	3	0	3	0	18	2160	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\tianren\tr_50_tsth_d1.spr	\audio\fightskill\tianren\tr_tsth_f.wav	\image\effect\fightskill\tianren\tr_50_tsth_d2.spr	\audio\fightskill\tianren\tr_tsth_v.wav		\audio\fightskill\tianren\tr_tsth_c.wav									255	255	255	0
302	boss Xích Diệm Thực Thiên	0	1	10	1	0	1	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0										\image\effect\fightskill\wudu\wu_70_cyst_d.spr	\audio\fightskill\wudu\wu_cyst_c.wav									255	255	255	0
303	boss giảm tốc độ chạy toàn màn hình	0	1	10	41	0	41	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0										\image\effect\fightskill\wudu\wu_30_bphg_d.spr	\audio\fightskill\wudu\wu_bphg_c.wav									255	255	255	0
304	boss hoảng loạn phạm vi vừa	0	1	10	21	0	21	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0										\image\effect\fightskill\tianren\tr_50_bsqf_d.spr	\audio\fightskill\tianren\tr_bsqf_c.wav									255	255	255	0
305	boss mưa đá	0	0	240	5	0	5	0	19	17	0	-30720	1024	1	0	0	0	0	1	0	0	0	0	0	0	0						\image\effect\fightskill\gaibang\gb_90_flzt_c2.spr	\audio\fightskill\tianren\tr_twlx_f.wav	\image\effect\fightskill\gaibang\gb_90_flzt_a.spr	\audio\fightskill\tianren\tr_twlx_c.wav											255	255	255	0
306	boss bản thân phát ra tường lửa hình tròn	0	0	10	3	0	3	0	12	120	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\tianren\tr_50_tsth_d1.spr	\audio\fightskill\tianren\tr_tsth_f.wav	\image\effect\fightskill\tianren\tr_50_tsth_d2.spr	\audio\fightskill\tianren\tr_tsth_v.wav		\audio\fightskill\tianren\tr_tsth_c.wav									255	255	255	0
307	boss Hỏa Công Hãm Tĩnh	0	0	10	5	0	5	0	0	540	0	0	0	1	0	3	7	1	0	0	0	0	0	0	0	0						\image\effect\fightskill\gaibang\gb_10_jrss_a.spr														255	255	255	0
308	boss Hỏa Công Hãm Tĩnh_Tử	0	0	10	5	0	5	0	9	20	0	0	0	1	1	3	7	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\gaibang\gb_10_jrss_a.spr	\audio\fightskill\tianren\tr_tsth_f.wav													255	255	255	0
309	boss đánh lùi giảm tốc độ chạy	0	1	10	7	0	7	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0										\image\effect\fightskill\wudu\wu_30_bphg_d.spr	\audio\fightskill\wudu\wu_bphg_c.wav									255	255	255	0
310	boss giảm xác suất hồi phục sinh lực	0	1	10	31	0	31	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0										\image\effect\fightskill\tianren\tr_90_hflh_d.spr	\audio\fightskill\tianren\tr_bsqf_c.wav									255	255	255	0
311	boss giảm sinh lực tối đa	0	1	10	41	0	41	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0										\image\effect\fightskill\wudu\wu_10_hxjm_d.spr	\audio\fightskill\wudu\wu_hxjm_c.wav									255	255	255	0
312	boss giảm nội lực tối đa	0	1	10	41	0	41	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0										\image\effect\fightskill\wudu\wu_10_jtkl_d.spr	\audio\fightskill\wudu\wu_jtkl_c.wav									255	255	255	0
313	boss giảm kháng lôi	0	1	10	41	0	41	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0										\image\effect\fightskill\tianren\tr_30_sfz_d.spr	\audio\fightskill\tianren\tr_sfz_c.wav									255	255	255	0
314	boss Tấn công nhiều đoạn truy kích	5	1	10	1	0	1	0	1081	1080	100	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																				255	255	255	0
315	boss Đánh xuyên đường thẳng tầm xa	1	1	10	1	0	1	0	0	13	40	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50						\image\effect\fightskill\shaolin\sl_50_pjdf_c.spr	\audio\fightskill\shaolin\sl_pjdf_f.wav			\image\effect\fightskill\shaolin\sl_50_pjdf_d.spr	\audio\fightskill\shaolin\sl_pjdf_c.wav									255	255	255	0
316	boss Tấn công nhiều đoạn quanh mình	0	0	10	19	0	19	0	16	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\shaolin\sl_30_bdmw_a.spr				\image\effect\fightskill\shaolin\sl_30_bdmw_d.spr	\audio\fightskill\shaolin\sl_dmdj_c.wav									255	255	255	0
317	boss Tấn công nhiều đoạn truy kích_Tử	0	1	10	5	0	5	0	16	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\public\rage_earth_c1.spr	\audio\fightskill\kunlun\kl_axxf_c.wav			\image\effect\fightskill\kunlun\kl_90_axxf_d.spr	\audio\fightskill\tangmen\tm_jgfx_c.wav									255	255	255	0
318	Đạn định điểm ẩn	0	1	10	1	0	1	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0																				255	255	255	0
319	Đạn bay ẩn cự ly ngắn	1	1	10	1	0	1	0	0	3	100	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																				255	255	255	0
320	boss Hàng Long Hữu Hối	1	1	10	1	0	1	0	0	13	40	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\gaibang\gb_90_flzt_c.spr	\audio\fightskill\gaibang\gb_flzt_f.wav			\image\effect\fightskill\gaibang\gb_90_flzt_d.spr	\audio\fightskill\gaibang\gb_flzt_c.wav									255	255	255	0
321	Khổng Minh Đăng	0	0	10	0	0	0	0	0	100	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\item\kongmingdeng.spr														255	255	255	0
322	Loạn Hoàn Kích_Tử_3	0	0	10	5	1	5	0	9	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\tangmen\tm_90_lhj_d.spr	\audio\fightskill\tangmen\tm_dcg_c.wav													255	255	255	0
323	Long Thôn Thức_Tử Tử	1	1	10	0	0	0	0	0	4	30	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50						\image\effect\fightskill\mingjiao\mj_90_lts_c.spr														255	255	255	0
324	Càn Khôn Đại Na Di	0	1	10	13	0	13	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0																				255	255	255	0
325	Hóa Huyết Tiệt Mạch_Tử	0	1	10	7	0	7	0	82	80	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0										\image\effect\fightskill\wudu\wu_50_wgzq_d.spr	\audio\fightskill\wudu\wu_wgzq_c.wav									255	255	255	0
326	Truy Phong Độc Thích_Tử	0	1	10	7	0	7	0	82	80	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0										\image\effect\fightskill\wudu\wu_50_wgzq_d.spr	\audio\fightskill\wudu\wu_wgzq_c.wav									255	255	255	0
327	Lưu Tinh Cản Nguyệt_Tử	1	1	10	4	0	4	0	0	1	60	0	0	0	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\wudang\wd_10_jfjt_d.spr	\audio\fightskill\wudang\wd_shty_c.wav									255	255	255	0
328	Lưu Tinh Cản Nguyệt_Tử Tử	1	1	10	3	0	3	0	7	12	20	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	7	10	5			\image\effect\fightskill\wudang\wd_70_lxgy_c.spr					\audio\fightskill\wudang\wd_shty_c.wav									255	255	255	0
329	Vũ Đả Lê Hoa	1	1	10	3	0	3	0	0	16	40	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50	6	35	8			\image\effect\fightskill\cuiyan\cy_50_bhcs_c.spr	\audio\fightskill\cuiyan\cy_bhcs_f.wav				\audio\fightskill\cuiyan\cy_bhcs_c.wav									255	255	255	0
330	Vũ Đả Lê Hoa_Tử	1	1	10	3	0	3	0	0	25	40	0	0	1	0	0	0	2	0	0	0	0	0	0	50	50	6	35	8			\image\effect\fightskill\cuiyan\cy_50_bhcs_c.spr	\audio\fightskill\cuiyan\cy_bhcs_f.wav				\audio\fightskill\cuiyan\cy_bhcs_c.wav									255	255	255	0
331	Lưỡng Nghi Chân Khí	0	1	10	11	0	11	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0										\image\effect\fightskill\tianwang\tw_10_jlz_d.spr	\audio\fightskill\gaibang\gb_bdeg_c.wav									255	255	255	0
332	Khốn Hổ Vân Tiếu_Tử Tử	0	1	10	3	0	3	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1										\image\effect\fightskill\mingjiao\mj_70_jgtm_d.spr	\audio\fightskill\tianwang\tw_dhc_c.wav									255	255	255	0
333	Phi Hồng Vô Tích_Tử	0	1	10	5	0	5	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1																				255	255	255	0
334	Thúc Phọc Chú_Tử	0	1	10	11	0	11	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0										\image\effect\fightskill\tianren\tr_10_lmdp_d.spr	\audio\fightskill\tianren\tr_lmdh_c.wav									255	255	255	0
335	Vô Nhân Vô Ngã	0	0	10	41	0	41	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0										\image\effect\fightskill\kunlun\kl_110_wrww_d.spr	\audio\fightskill\kunlun\kl_yqsq_c.wav									255	255	255	0
336	Lôi Đình Quyết_Bỏ	0	1	10	7	0	7	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0										\image\effect\fightskill\tianren\tr_50_bsqf_d.spr	\audio\fightskill\tianren\tr_bsqf_c.wav									255	255	255	0
337	Phách Địa Thế_Tử_Tử	0	0	10	5	0	5	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0						\image\effect\fightskill\mingjiao\mj_50_pds_d.spr					\audio\fightskill\tianwang\tw_clj_c.wav									255	255	255	0
338	Ngọc Tuyền Tầy Trần	1	1	10	5	0	5	0	0	13	45	0	0	1	0	0	0	2	0	0	0	0	0	0	50	50	3	60	10																	255	255	255	0
339	Lôi Đình Quyết	0	1	10	51	0	51	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0																				255	255	255	0
340	Kinh Thiên Nhất Kiếm	0	1	10	0	0	0	0	109	108	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50	0																				255	255	255	0
341	Kinh Thiên Nhất Kiếm_Tử	1	1	10	1	0	1	0	0	7	80	0	0	1	0	0	0	0	0	0	0	0	0	0	50	0						\image\effect\fightskill\daliduanshi\ds_110_jtyj_c.spr	\audio\fightskill\gaibang\gb_txwg_f.wav			\image\effect\fightskill\daliduanshi\ds_110_jtyj_d.spr										255	255	255	0
342	npc Tuyết Ủng Lam Quan	1	0	10	1	0	1	0	0	24	50	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																				255	255	255	0
343	npc Tuyết Ủng Lam Quan_Tử	1	0	10	1	0	1	0	0	20	60	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\emei\em_50_jyfg_c2.spr	\audio\fightskill\emei\em_sxtg_f.wav													255	255	255	0
344	npc Kiếm Trận_Bay	1	0	10	11	0	11	0	12	6	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\npc\jianzhen.spr	\audio\fightskill\wudang\wd_bjef_f.wav													255	255	255	0
345	npc Kiếm Trận_cố định	0	0	10	9	0	9	0	11	541	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\npc\jianzhen.spr	\audio\fightskill\wudang\wd_bjef_f.wav													255	255	255	0
346	npc_Tấn công nhiều đoạn quanh mình	0	0	10	11	0	11	0	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\public\rage_gold_d.spr	\audio\fightskill\shaolin\sl_dmdj_c.wav													255	255	255	0
347	npc_Phân Quang Lược Ảnh	1	1	10	3	0	3	0	0	10	80	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	100	50			\image\feature\npc\enemy\enemy084\enemy084_at01.spr	\audio\fightskill\shaolin\sl_fmdf_f.wav													255	255	255	0
348	npc_Đao Khí_Tử	1	1	10	1	0	1	0	0	10	40	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\shaolin\sl_10_fmdf_c.spr	\audio\fightskill\shaolin\sl_fmdf_f.wav													255	255	255	0
349	npc Thái Cực Tương Sinh_Tử	0	1	10	5	0	5	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	60	20			\image\effect\fightskill\wudang\wd_50_wwwj_c.spr														255	255	255	0
350	npc Tấn công quanh mình (Kim)	0	1	10	9	0	9	0	12	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50						\image\effect\fightskill\shaolin\sl_10_fmdf_a.spr	\audio\fightskill\shaolin\sl_fmdf_f.wav			\image\effect\fightskill\npc\npc_l_range_gold_d.spr	\audio\fightskill\shaolin\sl_pjdf_c.wav									255	255	255	0
351	npc Tấn công quanh mình (Mộc)	0	1	10	9	0	9	0	12	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50						\image\effect\fightskill\mingjiao\mj_50_wwjf_a.spr	\audio\fightskill\tangmen\tm_zxj_f.wav			\image\effect\fightskill\npc\npc_l_range_wood_d.spr	\audio\fightskill\wudu\wu_wxg_c.wav									255	255	255	0
352	npc Tấn công quanh mình (Thủy)	0	1	10	9	0	9	0	12	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50						\image\effect\fightskill\cuiyan\cy_10_fhxy_a.spr	\audio\fightskill\emei\em_sxtg_f.wav			\image\effect\fightskill\npc\npc_l_range_water_d.spr	\audio\fightskill\emei\cy_fjcx_c.wav									255	255	255	0
353	npc Tấn công quanh mình (Hỏa)	0	1	10	9	0	9	0	12	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50						\image\effect\fightskill\tianren\tr_10_cyrx_a.spr	\audio\fightskill\tianren\tr_tzly_f.wav			\image\effect\fightskill\npc\npc_l_range_fire_d.spr	\audio\fightskill\gaibang\gb_klyh_c.wav									255	255	255	0
354	npc Tấn công quanh mình (Thổ)	0	1	10	9	0	9	0	12	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50						\image\effect\fightskill\wudang\wd_10_bjef_d.spr	\audio\fightskill\wudang\wd_bjef_f.wav			\image\effect\fightskill\npc\npc_l_range_earth_d.spr	\audio\fightskill\tianwang\tw_jlz_c.wav									255	255	255	0
355	npc Tấn công quanh mục tiêu	0	1	10	9	0	9	0	12	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50						\image\effect\fightskill\tianwang\tw_90_clj_d.spr	\audio\fightskill\tianwang\tw_clj_c.wav			\image\effect\fightskill\npc\npc_l_range_gold_d.spr	\audio\fightskill\shaolin\sl_pjdf_c.wav									255	255	255	0
356	npc Tấn công rơi định điểm	0	0	240	1	0	1	0	19	17	0	-30720	1024	1	0	0	0	0	1	0	0	0	0	0	0	0						\image\effect\fightskill\tianren\tr_90_twlx_c.spr	\audio\fightskill\tianren\tr_twlx_f.wav			\image\effect\fightskill\tianren\tr_90_twlx_c.spr	\audio\fightskill\tianren\tr_twlx_c.wav									255	255	255	0
357	npc Tấn công rơi định điểm_Tử	0	1	10	6	1	6	0	4	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\tianren\tr_90_yhfc_d.spr					\audio\fightskill\tianren\tr_yhfc_c.wav									255	255	255	0
358	npc Tấn công khí xuyên tầm vừa (Kim)	1	1	10	1	0	1	0	0	10	35	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50						\image\effect\fightskill\npc\npc_l_range_gold_c.spr				\image\effect\fightskill\npc\npc_l_range_gold_d.spr	\audio\fightskill\shaolin\sl_pjdf_c.wav									255	255	255	0
359	npc Tấn công khí xuyên tầm vừa (Mộc)	1	1	10	1	0	1	0	0	10	35	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50						\image\effect\fightskill\npc\npc_l_range_wood_c.spr				\image\effect\fightskill\npc\npc_l_range_wood_d.spr	\audio\fightskill\wudu\wu_wxg_c.wav									255	255	255	0
360	npc Tấn công khí xuyên tầm vừa (Thủy)	1	1	10	1	0	1	0	0	10	35	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50						\image\effect\fightskill\npc\npc_l_range_water_c.spr				\image\effect\fightskill\npc\npc_l_range_water_d.spr	\audio\fightskill\emei\cy_fjcx_c.wav									255	255	255	0
361	npc Tấn công khí xuyên tầm vừa (Hỏa)	1	1	10	1	0	1	0	0	10	35	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50						\image\effect\fightskill\npc\npc_l_range_fire_c.spr				\image\effect\fightskill\npc\npc_l_range_fire_d.spr	\audio\fightskill\gaibang\gb_klyh_c.wav									255	255	255	0
362	npc Tấn công khí xuyên tầm vừa (Thổ)	1	1	10	1	0	1	0	0	10	35	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50						\image\effect\fightskill\npc\npc_l_range_earth_c.spr				\image\effect\fightskill\npc\npc_l_range_earth_d.spr	\audio\fightskill\tianwang\tw_jlz_c.wav									255	255	255	0
363	Mưa đá	0	0	10	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\cuiyan\cy_110_smmf_d.spr														255	255	255	0
364	npc Tấn công khí tầm xa (Kim) stab	1	1	10	1	0	1	0	0	21	25	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\npc\npc_l_range_gold_c.spr				\image\effect\fightskill\npc\npc_l_range_gold_d.spr	\audio\fightskill\shaolin\sl_pjdf_c.wav									255	255	255	0
365	npc Tấn công khí tầm xa (Mộc) stab	1	1	10	1	0	1	0	0	21	25	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\npc\npc_l_range_wood_c.spr				\image\effect\fightskill\npc\npc_l_range_wood_d.spr	\audio\fightskill\wudu\wu_wxg_c.wav									255	255	255	0
366	npc Tấn công khí tầm xa (Thủy) stab	1	1	10	1	0	1	0	0	21	25	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\cuiyan\cy_10_fjcx_c.spr				\image\effect\fightskill\npc\npc_l_range_water_d.spr	\audio\fightskill\emei\cy_fjcx_c.wav									255	255	255	0
367	npc Tấn công khí tầm xa (Hỏa) stab	1	1	10	1	0	1	0	0	21	25	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\npc\npc_l_range_fire_c.spr				\image\effect\fightskill\npc\npc_l_range_fire_d.spr	\audio\fightskill\gaibang\gb_klyh_c.wav									255	255	255	0
368	npc Tấn công khí tầm xa (Thổ) stab	1	1	10	1	0	1	0	0	21	25	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\npc\npc_l_range_earth_c.spr				\image\effect\fightskill\npc\npc_l_range_earth_d.spr	\audio\fightskill\tianwang\tw_jlz_c.wav									255	255	255	0
369	Mưa đá_Tử	0	1	450	0	0	0	0	0	30	0	-30720	1024	1	0	0	0	0	1	0	0	0	0	0	0	0						\image\effect\other\hail_c.spr														255	255	255	0
370	npc Tấn công khí tầm xa (Kim) hack	1	1	10	1	0	1	0	0	21	25	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\npc\npc_l_range_gold_c.spr				\image\effect\fightskill\npc\npc_l_range_gold_d.spr	\audio\fightskill\shaolin\sl_pjdf_c.wav									255	255	255	0
371	npc Tấn công khí tầm xa (Mộc) hack	1	1	10	1	0	1	0	0	21	25	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\wudu\wu_10_xdds_c.spr				\image\effect\fightskill\npc\npc_l_range_wood_d.spr	\audio\fightskill\wudu\wu_wxg_c.wav									255	255	255	0
372	npc Tấn công khí tầm xa (Thủy) hack	1	1	10	1	0	1	0	0	21	25	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\cuiyan\cy_90_bzwy_c.spr				\image\effect\fightskill\npc\npc_l_range_water_d.spr	\audio\fightskill\emei\cy_fjcx_c.wav									255	255	255	0
373	npc Tấn công khí tầm xa (Hỏa) hack	1	1	10	1	0	1	0	0	21	25	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\gaibang\gb_10_ymtb_c.spr				\image\effect\fightskill\npc\npc_l_range_fire_d.spr	\audio\fightskill\gaibang\gb_klyh_c.wav									255	255	255	0
374	npc Tấn công khí tầm xa (Thổ) hack	1	1	10	1	0	1	0	0	21	25	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\npc\npc_l_range_earth_c.spr				\image\effect\fightskill\npc\npc_l_range_earth_d.spr	\audio\fightskill\tianwang\tw_jlz_c.wav									255	255	255	0
375	npc vòng sáng xanh	0	1	10	41	0	41	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\emei\em_50_jyfg_d.spr	\audio\fightskill\wudu\wu_wxg_c.wav									255	255	255	0
376	kin Thánh Hỏa Liêu Nguyên_Tử	0	1	10	4	0	4	0	9	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\mingjiao\mj_50_wwjf_d.spr														255	255	255	0
377	npc Tấn công định điểm nhiều lần_Tử	0	1	10	3	0	3	0	3	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\tianren\tr_90_yhfc_d.spr					\audio\fightskill\tianren\tr_yhfc_c.wav									255	255	255	0
